COD,Tip Produs,DENUMIRE,DESCRIERE,CATEGORIE,PRET_RECOMANDAT,PRET_ACHIZITIE,STOC,IMAGINE_PRINCIPALA,BRAND,GREUTATE,Unnamed: 11,EAN,TVA,Moneda,Pret_Vanzare,ID_CATEGORIE,Product_ID,URL_IMAGINE_SECUNDARA_1,URL_IMAGINE_SECUNDARA_2,URL_IMAGINE_SECUNDARA_3,URL_IMAGINE_SECUNDARA_4,URL_IMAGINE_SECUNDARA_5
AVX-T270121-5,Set 2 aripioare,"Set 2 aripioare ornamentale bara tuning, model SHARK, finisaj Carbon","<p>Set 2 aripioare ornamentale bara tuning, model SHARK, finisaj Carbon</p><p>Dimensiune: 31.5 x 5 cm</p><p></p>",Car Accessories > Tuning auto > Accesorii auto tuning,37.93,20.5,15,https://export.avex.ro/wp-content/uploads/2022/01/aripioare-bara-tip-tuning.jpg,AVEX,0.01,,6.42764E+12,0,RON,56.895,1480,1075,https://export.avex.ro/wp-content/uploads/2022/01/aripioare-bara-tip-tuning.jpg,https://export.avex.ro/wp-content/uploads/2022/02/aripioare-bara-tip-tuning_pg7j-wn.jpg,https://export.avex.ro/wp-content/uploads/2022/02/A3-0092.png,,
AVX-T2005,Racleta cu velur,"Racleta cu velur pentru colantare folie autocolant, model trapez","<p>Racleta din plastic cu velur negru din textil rezistent pentru colantare folie autocolant.&nbsp;</p><p>Aplicatii:</p><p>- Instalare orice tip&nbsp;de&nbsp;autocolant printat, folie auto, folie pentru geamuri, folie&nbsp;de&nbsp;sablare, folie pentru usi.</p><p>- Aplicatii pe sticla cu aplicare umeda sau uscata. Velur textil cu proprietati&nbsp;de&nbsp;uscare rapida.</p>",Car Accessories > Tuning auto > Accesorii auto tuning,12.15,6.57,20,https://export.avex.ro/wp-content/uploads/2022/01/racleta-montaj-folie1.jpg,AVEX,0.01,,6.42764E+12,0,RON,18.225,1480,1076,https://export.avex.ro/wp-content/uploads/2022/01/racleta-montaj-folie1.jpg,https://export.avex.ro/wp-content/uploads/2022/02/racleta-montaj-folie2.jpg,,,
AVX-T1896,"Covorase Auto Universale,","Covorase Auto Universale, model Diamond, culoare Crom Argintiu","<h4>Covorase Auto Universale, model Diamond</h4><p>Dimensiunea covoraÈ™elor este universalÄƒ pentru fiecare maÈ™inÄƒ.&nbsp;Covoare din material dens È™i rezistent la intemperii. Se vor potrivi Ã®n orice maÈ™inÄƒ.&nbsp;Partea inferioarÄƒ a covoraÈ™elor este din cauciuc antiderapant, astfel Ã®ncÃ¢t putem fi siguri cÄƒ covoraÈ™ul nu se va miÈ™ca.<br></p><p>Setul include&nbsp;4 covorase universale:</p><p>â€¢ douÄƒ covoraÈ™e fata</p><p>â€¢ douÄƒ covoraÈ™e spate</p><p>Material: plastic</p>",Car Accessories > Tuning auto > Accesorii auto tuning,84.55,45.7,17,https://export.avex.ro/wp-content/uploads/2022/01/e5da952b3fb326e9d0e9c47350e755d6.jpg,AVEX,0.55,,6.42764E+12,0,RON,126.825,1480,1077,https://export.avex.ro/wp-content/uploads/2022/01/e5da952b3fb326e9d0e9c47350e755d6.jpg,,,,
AVX-T2031,"Covorase Auto Universale,","Covorase Auto Universale, model Diamond, culoare Crom Albastru","<h4>Covorase Auto Universale, model Diamond</h4><p>Dimensiunea covoraÈ™elor este universalÄƒ pentru fiecare maÈ™inÄƒ.&nbsp;Covoare din material dens È™i rezistent la intemperii. Se vor potrivi Ã®n orice maÈ™inÄƒ.&nbsp;Partea inferioarÄƒ a covoraÈ™elor este din cauciuc antiderapant, astfel Ã®ncÃ¢t putem fi siguri cÄƒ covoraÈ™ul nu se va miÈ™ca.<br></p><p>Setul include&nbsp;4 covorase universale:</p><p>â€¢ douÄƒ covoraÈ™e fata</p><p>â€¢ douÄƒ covoraÈ™e spate</p><p>Material: plastic</p>",Car Accessories > Tuning auto > Accesorii auto tuning,84.55,45.7,7,https://export.avex.ro/wp-content/uploads/2022/01/b2ab52c14aeb971c83350badc632.jpg,AVEX,0.55,,6.42764E+12,0,RON,126.825,1480,1078,https://export.avex.ro/wp-content/uploads/2022/01/b2ab52c14aeb971c83350badc632.jpg,,,,
AVX-T2033,"Covorase Auto Universale,","Covorase Auto Universale, model Diamond, culoare Crom Carbon","<h4>Covorase Auto Universale, model Diamond</h4><p>Dimensiunea covoraÈ™elor este universalÄƒ pentru fiecare maÈ™inÄƒ.&nbsp;Covoare din material dens È™i rezistent la intemperii. Se vor potrivi Ã®n orice maÈ™inÄƒ.&nbsp;Partea inferioarÄƒ a covoraÈ™elor este din cauciuc antiderapant, astfel Ã®ncÃ¢t putem fi siguri cÄƒ covoraÈ™ul nu se va miÈ™ca.<br></p><p>Setul include&nbsp;4 covorase universale:</p><p>â€¢ douÄƒ covoraÈ™e fata</p><p>â€¢ douÄƒ covoraÈ™e spate</p><p>Material: plastic</p>",Car Accessories > Tuning auto > Accesorii auto tuning,84.55,45.7,7,https://export.avex.ro/wp-content/uploads/2022/01/asdGsDVGFHTSTRWT.jpg,AVEX,0.55,,6.42764E+12,0,RON,126.825,1480,1079,https://export.avex.ro/wp-content/uploads/2022/01/asdGsDVGFHTSTRWT.jpg,,,,
AVX-T2032,"Covorase Auto Universale,","Covorase Auto Universale, model Diamond, culoare Crom Rosu","<h4>Covorase Auto Universale, model Diamond</h4><p>Dimensiunea covoraÈ™elor este universalÄƒ pentru fiecare maÈ™inÄƒ.&nbsp;Covoare din material dens È™i rezistent la intemperii. Se vor potrivi Ã®n orice maÈ™inÄƒ.&nbsp;Partea inferioarÄƒ a covoraÈ™elor este din cauciuc antiderapant, astfel Ã®ncÃ¢t putem fi siguri cÄƒ covoraÈ™ul nu se va miÈ™ca.<br></p><p>Setul include&nbsp;4 covorase universale:</p><p>â€¢ douÄƒ covoraÈ™e fata</p><p>â€¢ douÄƒ covoraÈ™e spate</p><p>Material: plastic</p>",Car Accessories > Tuning auto > Accesorii auto tuning,84.55,45.7,0,https://export.avex.ro/wp-content/uploads/2022/01/fbsrabdtyjeysngfz.jpg,AVEX,0.55,,6.42764E+12,0,RON,126.825,1480,1080,https://export.avex.ro/wp-content/uploads/2022/01/fbsrabdtyjeysngfz.jpg,,,,
AVX-T070122-6R,Ornament Racing de,"Ornament Racing de tip Curea/Sufa pentru carlig de remorcare, culoare Rosu","<h4>Ornament Racing de tip Curea/Sufa pentru carlig de remorcare</h4><p>Ornament pentru carligul de remorcare personalizat cu textul "" ART Racing Tech""<br></p><p>Pachetul include:</p><p>â€¢ ornament curea cu suport</p><p>â€¢ surub de montaj</p>",Car Accessories > Tuning auto > Accesorii auto tuning,31.97,17.28,8,https://export.avex.ro/wp-content/uploads/2022/02/Sufa-Remorcare-Rosie__1_.jpg,AVEX,0.1,,6.42764E+12,0,RON,47.955,1480,1081,https://export.avex.ro/wp-content/uploads/2022/02/Sufa-Remorcare-Rosie__1_.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Sufa-Remorcare-Rosie1.jpg,,,
AVX-T070122-6A,Ornament Racing de,"Ornament Racing de tip Curea/Sufa pentru carlig de remorcare, culoare Albastru","<h4>Ornament Racing de tip Curea/Sufa pentru carlig de remorcare</h4><p>Ornament pentru carligul de remorcare personalizat cu textul "" ART Racing Tech""<br></p><p>Pachetul include:</p><p>â€¢ ornament curea cu suport</p><p>â€¢ surub de montaj</p>",Car Accessories > Tuning auto > Accesorii auto tuning,31.97,17.28,1,https://export.avex.ro/wp-content/uploads/2022/02/Sufa-Remorcare-Albastra__1_.jpg,AVEX,0.1,,6.42764E+12,0,RON,47.955,1480,1082,https://export.avex.ro/wp-content/uploads/2022/02/Sufa-Remorcare-Albastra__1_.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Sufa-Remorcare-Albastra1.jpg,,,
AVX-T070122-6G,Ornament Racing de,"Ornament Racing de tip Curea/Sufa pentru carlig de remorcare, culoare Galben","<h4>Ornament Racing de tip Curea/Sufa pentru carlig de remorcare</h4><p>Ornament pentru carligul de remorcare personalizat cu textul "" ART Racing Tech""<br></p><p>Pachetul include:</p><p>â€¢ ornament curea cu suport</p><p>â€¢ surub de montaj</p>",Car Accessories > Tuning auto > Accesorii auto tuning,31.97,17.28,3,https://export.avex.ro/wp-content/uploads/2022/02/Sufa-Remorcare-Galbena__1_.jpg,AVEX,0.1,,6.42764E+12,0,RON,47.955,1480,1083,https://export.avex.ro/wp-content/uploads/2022/02/Sufa-Remorcare-Galbena__1_.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Sufa-Remorcare-Galbena1.jpg,,,
AVX-T070122-6N,Ornament Racing de,"Ornament Racing de tip Curea/Sufa pentru carlig de remorcare, culoare Negru","<h4>Ornament Racing de tip Curea/Sufa pentru carlig de remorcare</h4><p>Ornament pentru carligul de remorcare personalizat cu textul "" ART Racing Tech""<br></p><p>Pachetul include:</p><p>â€¢ ornament curea cu suport</p><p>â€¢ surub de montaj</p>",Car Accessories > Tuning auto > Accesorii auto tuning,31.97,17.28,10,https://export.avex.ro/wp-content/uploads/2022/02/Sufa-Remorcare-Neagra__1_.jpg,AVEX,0.1,,6.42764E+12,0,RON,47.955,1480,1084,https://export.avex.ro/wp-content/uploads/2022/02/Sufa-Remorcare-Neagra__1_.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Sufa-Remorcare-Neagra1.jpg,,,
AVX-T100320-16,Ornament Tuning Spoiler,"Ornament Tuning Spoiler cu 7 aripioare, lungime 85 cm, culoare Negru","<h4>Ornament Tuning Spoiler cu 7 aripioare</h4><p>Ornament decor difuzor bara din material plastic, universal, culoare neagra.</p><p><strong>Dimensiuni ornament: 85cm x 15,5cm</strong></p><p>Pachetul include:</p><p>â€¢ ornament din plastic cu 7 aripioare</p><p>â€¢ suruburi de montaj</p><p>Montajul se poate face cu ajutorul suruburilor incluse din pachet sau cu banda dubluadeziva<br></p>",Car Accessories > Tuning auto > Accesorii auto tuning,90.47,48.9,4,https://export.avex.ro/wp-content/uploads/2022/02/ornament-difuzor-bara.jpg,AVEX,0.1,,6.42764E+12,0,RON,135.705,1480,1085,https://export.avex.ro/wp-content/uploads/2022/02/ornament-difuzor-bara.jpg,https://export.avex.ro/wp-content/uploads/2022/02/ornament-difuzor-bara1.jpg,,,
AVX-T100122-5,Set 2 lampi,"Set 2 lampi Semnalizare Moto SECVENTIALA, cu LED-uri Samsung, cu 2 functii, pozitie si semnalizare, 12V","<h4>Semnalizare Moto Secventiala, cu LED-uri Samsung, cu 2 functii, pozitie si semnalizare</h4><p>Ornament decor difuzor bara din material plastic, universal, culoare neagra.</p><p>Pentru montaj vezi imaginile produsului.</p><p><strong>FUNCTII:</strong></p><p>â€¢ pozitie (culoare alba)<br></p><p>â€¢ semnalizare (culoare portocaliu - amber)</p><p>In timpul semnalizarii directiei de mers, LED-urile portocalii <strong>se aprind Secvential</strong></p><figure><img src=""https://avex.ro/images/companies/1/Imagini%20Aditionale/HTB1dZIdB2iSBuNkSnhJ5jbDcpXam.gif?1644408587471""></figure><p><img src=""https://avex.ro/images/companies/1/Imagini%20Aditionale/HTB12lcDv_qWBKNjSZFAq6ynSpXa2.webp?1644408665610""><br></p><p><img src=""https://avex.ro/images/companies/1/Imagini%20Aditionale/HTB1Z6jkdjfguuRjy1zeq6z0KFXaX.jpg?1644408690769""><br></p>",Car Accessories > Tuning auto > Accesorii auto tuning,54.74,29.59,13,https://export.avex.ro/wp-content/uploads/2023/03/2-4-Clignotant-Moto_q50.jpg,AVEX,0.1,,6.42764E+12,0,RON,82.11,1480,1086,https://export.avex.ro/wp-content/uploads/2023/03/2-4-Clignotant-Moto_q50.jpg,https://export.avex.ro/wp-content/uploads/2023/03/71enM6yriFL._AC_SL1200_.jpg,https://export.avex.ro/wp-content/uploads/2023/03/18.png,https://export.avex.ro/wp-content/uploads/2022/02/LED-8W-DRL-IP67-12v.jpg,https://export.avex.ro/wp-content/uploads/2022/02/HTB1Z6jkdjfguuRjy1zeq6z0KFXaX.jpg
AVX-T030718-16,Sirena de mers,"Sirena de mers inapoi cu bec LED 12V, BA15S","<h4>Sirena de mers inapoi cu bec LED 12V, BA15S, cu suntet ""Beep-Beep""</h4><p>Tensiune de alimentare: 12V</p><p>Tip soclu: BA15S (vezi foto)</p>",Car Accessories > Tuning auto > Accesorii auto tuning,36.98,19.99,0,https://export.avex.ro/wp-content/uploads/2022/02/115S-LED_19-5-mm-bulbs-zelenyy.jpg,AVEX,0.1,,6.42764E+12,0,RON,55.47,1480,1087,https://export.avex.ro/wp-content/uploads/2022/02/115S-LED_19-5-mm-bulbs-zelenyy.jpg,https://export.avex.ro/wp-content/uploads/2022/02/s-l1600-3-21.jpg,,,
AVX-T260122-20,Suport pahar Multifunctional,"Suport pahar Multifunctional 5-in-1, Smart Cup","<p>Suport pahar Multifunctional 5-in-1, Smart Cup</p><p>Material: plastic</p><p>Culoare: negru, maro</p><p>Functii: 5</p><ul><li>Suport pahar</li><li>Suport telefon</li><li>Suport Card sau Monede</li><li>Suport ochelari</li><li>Suport chei</li></ul>",Car Accessories > Tuning auto > Accesorii auto tuning,36.82,19.9,41,https://export.avex.ro/wp-content/uploads/2023/03/rBVaSFtQEn-AEQUqAAy4cM4G3Xo782.jpg,AVEX,0.08,,6.42764E+12,0,RON,55.23,1480,1088,https://export.avex.ro/wp-content/uploads/2023/03/rBVaSFtQEn-AEQUqAAy4cM4G3Xo782.jpg,https://export.avex.ro/wp-content/uploads/2022/02/71InQMiKSlL._SL1500_1024x1024.jpg,https://export.avex.ro/wp-content/uploads/2022/02/611lftv0I2L._SL1000_1024x1024.jpg,https://export.avex.ro/wp-content/uploads/2022/02/71OzsLDVvML._SL1000_1024x1024.jpg,https://export.avex.ro/wp-content/uploads/2022/02/61RjZZdd6cL._SL1000_1024x1024.jpg
AVX-T070122-2,Set 2 Tije,"Set 2 Tije din Aluminiu reglabile pentru Consolidare Spoiler, lungime 10cm, culoare Rosu","<h4>Tije din Aluminiu reglabile pentru Consolidare Spoiler, lungime 10cm, culoare Rosu</h4><p>Ornament Tuning pentru sustinere si consolidare deflector, bara, lip, etc.</p><p><strong>Dimensiuni: 10cm</strong></p><p>Pachetul include:</p><p>â€¢ 2 buc tije cu suruburi si imbinari articulate</p>",Car Accessories > Tuning auto > Accesorii auto tuning,52.85,28.57,10,https://export.avex.ro/wp-content/uploads/2023/02/sergadvadc_3r0a-ui.jpeg,AVEX,0.1,,6.42764E+12,0,RON,79.275,1480,1089,https://export.avex.ro/wp-content/uploads/2023/02/sergadvadc_3r0a-ui.jpeg,https://export.avex.ro/wp-content/uploads/2023/02/61c75FD-4xL._AC_SL1001__0bjo-et.jpg,https://export.avex.ro/wp-content/uploads/2022/02/2019-New-1-Pair-Universal-Adjustable-Front-Bumper-Lip-Splitter-Strut-Tie-Bar-Support-Rod-Racing.jpg,https://export.avex.ro/wp-content/uploads/2023/02/yrujrrtn_xlk3-ht.jpg,https://export.avex.ro/wp-content/uploads/2023/02/s-l1600__25__lqt7-8h_x29p-d3.jpg
AVX-T070122-3,Set 2 Tije,"Set 2 Tije din Aluminiu reglabile pentru Consolidare Spoiler, lungime 15cm, culoare Rosu","<h4>Tije din Aluminiu reglabile pentru Consolidare Spoiler, lungime 15cm, culoare Rosu</h4><p>Ornament Tuning pentru sustinere si consolidare deflector, bara, lip, etc.</p><p><strong>Dimensiuni: 15cm</strong></p><p>Pachetul include:</p><p>â€¢ 2 buc tije cu suruburi si imbinari articulate</p>",Car Accessories > Tuning auto > Accesorii auto tuning,58.83,31.8,17,https://export.avex.ro/wp-content/uploads/2023/02/sergadvadc_uuqe-lr.jpeg,AVEX,0.1,,6.42764E+12,0,RON,88.245,1480,1090,https://export.avex.ro/wp-content/uploads/2023/02/sergadvadc_uuqe-lr.jpeg,https://export.avex.ro/wp-content/uploads/2023/02/61c75FD-4xL._AC_SL1001__owuu-4y.jpg,https://export.avex.ro/wp-content/uploads/2022/02/2019-New-1-Pair-Universal-Adjustable-Front-Bumper-Lip-Splitter-Strut-Tie-Bar-Support-Rod-Racing_9r3i-e4.jpg,https://export.avex.ro/wp-content/uploads/2023/02/yrujrrtn_peu4-ld.jpg,https://export.avex.ro/wp-content/uploads/2023/02/s-l1600__25__lqt7-8h.jpg
AVX-T070122-4,Set 2 Tije,"Set 2 Tije din Aluminiu reglabile pentru Consolidare Spoiler, lungime 20cm, culoare Rosu","<h4>Tije din Aluminiu reglabile pentru Consolidare Spoiler, lungime 20cm, culoare Rosu</h4><p>Ornament Tuning pentru sustinere si consolidare deflector, bara, lip, etc.</p><p><strong>Dimensiuni: 20cm</strong></p><p>Pachetul include:</p><p>â€¢ 2 buc tije cu suruburi si imbinari articulate</p>",Car Accessories > Tuning auto > Accesorii auto tuning,68.27,36.9,7,https://export.avex.ro/wp-content/uploads/2023/02/sergadvadc.jpeg,AVEX,0.1,,6.42764E+12,0,RON,102.405,1480,1091,https://export.avex.ro/wp-content/uploads/2023/02/sergadvadc.jpeg,https://export.avex.ro/wp-content/uploads/2023/02/61c75FD-4xL._AC_SL1001_.jpg,https://export.avex.ro/wp-content/uploads/2022/02/2019-New-1-Pair-Universal-Adjustable-Front-Bumper-Lip-Splitter-Strut-Tie-Bar-Support-Rod-Racing_9r3i-e4_ohav-6x.jpg,https://export.avex.ro/wp-content/uploads/2023/02/yrujrrtn.jpg,https://export.avex.ro/wp-content/uploads/2023/02/s-l1600__25__lqt7-8h_5rwa-50.jpg
AVX-AG103,Set Vobler 5,"Set Vobler 5 piese pentru pesti pradatori, AVX-AG103","<p>Un set perfect de 5 naluci pentru pestii pradatori!&nbsp;Fiecare dintre voblere este o momealÄƒ adaptatÄƒ preferinÈ›elor unui peÈ™te diferit, culori vii cu imitaÈ›ie de solzi È™i zdrÄƒnitoare speciale pentru a ajuta la atragerea prÄƒdÄƒtorilor!&nbsp;ÃŽnÄƒlÈ›itele special ascuÈ›ite se lipesc mai bine, sporind eficienÈ›a pescuitului.&nbsp;Toate acestea au fost ambalate Ã®ntr-o cutie solidÄƒ care faciliteazÄƒ transportul setului.</p><p><b>Caracteristicile produsului:</b></p><ul><li>Culorile atractive È™i variate ale voblerilor È™i imitaÈ›ia solzilor atrag atenÈ›ia peÈ™tilor rÄƒpitori!</li><li>Fiecare wobbler are Ã®ncorporat un zdrÄƒnÄƒtor intern, care atrage Ã®n plus peÈ™tii.</li><li>Trebelele ascuÈ›ite mecanic se lipesc bine È™i fac pescuitul mai uÈ™or.</li><li>Setul include o cutie de plastic care faciliteazÄƒ transportul voblerelor.</li></ul><p><b>SpecificaÈ›ie:</b></p><ul><li>Material: plastic</li><li>Numar de piese din set: 5</li><li>Lungimea voblerului: 45 mm</li><li>Greutate wobbler: aproximativ 4 g</li><li>Dimensiuni pachet: 17,5 cm x 10 cm x 3 cm</li><li>Culoare: amestec</li></ul>",Produse Pescuit,48.25,26.08,19,https://export.avex.ro/wp-content/uploads/2022/02/AG103_ag103_04.jpg,AVEX,0.1,,5.90762E+12,0,RON,72.375,2337,1092,https://export.avex.ro/wp-content/uploads/2022/02/AG103_ag103_04.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG103_ag103_03.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG103_ag103_02.jpg,,
AVX-AG103A,Set 10 flotoare,"Set 10 flotoare pentru pescuit, 0,8 - 4,5 g, AVX-AG103A","<p>Set de 10 flotoare Ã®n linie de diferite greutÄƒÈ›i.&nbsp;Perfect pentru pescuit.&nbsp;Fiecare dintre flotoare este o momealÄƒ adaptatÄƒ preferinÈ›elor unui peÈ™te diferit.&nbsp;Culorile vii atrag atenÈ›ia peÈ™tilor, crescÃ¢nd eficacitatea capturii.</p><p><b>Caracteristicile È™i specificaÈ›iile produsului:</b></p><ul><li>Un set de 10 flotoare cu gramaje diferite (de la 0,8 g la 4,5 g).</li><li>Culorile atractive È™i variate ale flotoarelor atrag atenÈ›ia peÈ™tilor.</li><li>Capetele flotoarelor au o culoare portocalie intensÄƒ.</li><li>Material: plastic</li><li>Numar de piese din set: 10</li><li>Greutatea flotoarelor: de la 0,8 g la 4,5 g</li><li><b>Culoare: amestec de culori</b></li></ul>",Produse Pescuit,37.33,20.18,11,https://export.avex.ro/wp-content/uploads/2022/02/AG103A_ag103a_04.jpg,AVEX,0.1,,5.90762E+12,0,RON,55.995,2337,1093,https://export.avex.ro/wp-content/uploads/2022/02/AG103A_ag103a_04.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG103A_ag103a_02.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG103A_ag103a_03.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG103A_ag103a_05.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG103A_ag103a_06.jpg
AVX-AG103B,Cleste Universal pentru,"Cleste Universal pentru pescuit, 12,5 cm","<p>Cleste universal de pescuit.&nbsp;Perfect pentru a scoate cÃ¢rligul din gura peÈ™telui prins.&nbsp;ÃŽndoirea caracteristicÄƒ va uÈ™ura prinderea cÃ¢rligului.&nbsp;MÃ¢nerul confortabil din plastic asigurÄƒ o prindere sigurÄƒ atunci cÃ¢nd utilizaÈ›i penseta.</p><p><b>Caracteristicile È™i specificaÈ›iile produsului:</b></p><ul><li>Cleste universal de pescuit.</li><li>Sunt perfecte pentru a scoate cÃ¢rligul din gura peÈ™telui.</li><li>ÃŽndoirea caracteristicÄƒ va uÈ™ura prinderea cÃ¢rligului.</li><li>MÃ¢ner confortabil acoperit cu plastic.</li><li>Material: metal + plastic</li><li>Lungime (totalÄƒ): 12,5 cm</li><li>Lungime cleÈ™ti: 4,5 cm</li><li>Latime: 5 cm</li><li><b>Culoare neagra</b></li></ul>",Produse Pescuit,27.53,14.88,9,https://export.avex.ro/wp-content/uploads/2022/02/AG103B_ag103b_02.jpg,AVEX,0.1,,5.90762E+12,0,RON,41.295,2337,1094,https://export.avex.ro/wp-content/uploads/2022/02/AG103B_ag103b_02.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG103B_ag103b_03.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG103B_ag103b_04.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG103B_ag103b_05.jpg,
AVX-AG103C,Set Vobler 5,"Set Vobler 5 piese Fluorescent pentru pesti pradatori, AVX-AG103C","<p>Set perfect de 5 naluci pentru prinderea pestilor pradatori.&nbsp;Fiecare dintre voblere este o momealÄƒ adaptatÄƒ preferinÈ›elor peÈ™telui.&nbsp;ÃŽnÄƒlÈ›itele special ascuÈ›ite se lipesc mai bine, sporind eficienÈ›a pescuitului.&nbsp;O acoperire specialÄƒ, fluorescentÄƒ pe voblere vÄƒ permite sÄƒ atrageÈ›i cu uÈ™urinÈ›Äƒ orice peÈ™te.&nbsp;Toate acestea au fost ambalate Ã®ntr-o cutie solidÄƒ care faciliteazÄƒ transportul setului.</p><p><b>Caracteristicile produsului:</b></p><ul><li>Fiecare wobbler are un strat fluorescent care va atrage eficient orice peÈ™te.</li><li>Trebelele ascuÈ›ite mecanic se lipesc bine È™i fac pescuitul mai uÈ™or.</li><li>Setul include o cutie de plastic care faciliteazÄƒ transportul voblerelor.</li></ul><p><b>SpecificaÈ›ie:</b></p><ul><li>Material: plastic</li><li>Numar de piese din set: 5</li><li>Lungimea nalucilor: 7 cm - 9 cm</li><li>Dimensiuni pachet: 17,5 cm x 10 cm x 3 cm</li><li><b>culoare alba</b></li></ul>",Produse Pescuit,43.18,23.34,13,https://export.avex.ro/wp-content/uploads/2022/02/AG103C_ag103c_02.jpg,AVEX,0.1,,5.90762E+12,0,RON,64.77,2337,1095,https://export.avex.ro/wp-content/uploads/2022/02/AG103C_ag103c_02.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG103C_ag103c_03.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG103C_ag103c_04.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG103C_ag103c_05.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG103C_ag103c_06.jpg
AVX-AG216,Placa numar casa,"Placa numar casa iluminata LED, incarcare solara, carcasa din INOX","<p>O placÄƒ cu numÄƒrul casei iluminat cu diode LED - Nimeni nu va avea probleme Ã®n a ajunge la adresa dumneavoastrÄƒ, numÄƒrul casei va fi afiÈ™at Ã®n lumina potrivitÄƒ.</p><p><b>Caracteristicile produsului:</b></p><ul><li>Produs de Ã®naltÄƒ calitate.&nbsp;Carcasa din otel inoxidabil.</li><li>Copertina decorativÄƒ impermeabilÄƒ, echipatÄƒ cu 4 LED-uri albe cu duratÄƒ de viaÈ›Äƒ extrem de lungÄƒ, panou solar È™i o baterie Ni-Mh Ã®nlocuibilÄƒ cu o tensiune de 1,2V.</li><li>Lumina de fundal a plÄƒcii se aprinde automat dupÄƒ Ã®ntuneric.</li><li>Produsul este uÈ™or de instalat È™i utilizat.&nbsp;È˜tifturi de expansiune incluse pentru montare uÈ™oarÄƒ pe perete.</li><li>Setul include numere È™i litere negre ce necesita aplicate (3 seturi de numere (de la 0 la 9) + 1 set de litere mici.</li><li>Dimensiuni placa: 169mm x 131mm</li><li>Ambalaj: cutie de carton.</li></ul><p><b>NOTÄ‚: Nu aplicam numerele casei pe panou!&nbsp;Setul include cifrele È™i litere iar aplicarea va fi facuta de catre client.</b></p>",Car Accessories > Tuning auto > Accesorii auto tuning,74.37,40.2,19,https://export.avex.ro/wp-content/uploads/2022/12/numar-casa-solar.jpg,AVEX,0.1,,5.90762E+12,0,RON,111.555,1480,1096,https://export.avex.ro/wp-content/uploads/2022/12/numar-casa-solar.jpg,https://export.avex.ro/wp-content/uploads/2022/02/Solar-LED-podswietlenie-numeru-domu-czujnik.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG216_ag216_11.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG216_ag216_12.jpg,https://export.avex.ro/wp-content/uploads/2022/02/AG216_ag216_13.jpg
